Title,Source,Date,Search Term
Wonder Land:  The Google Syndrome  ----  By Daniel Henninger,Wall Street Journal,5-Sep, Joseph Robinette Biden Jr
Wonder Land:  The Google Syndrome  ----  By Daniel Henninger,Wall Street Journal,5-Sep,Pete Buttigieg
Letters to the Editor:  Even Statist France Gave Up on Wealth Tax,Wall Street Journal,6-Sep, Elizabeth A Warren
Progressives Keep Calm in the Trump Era  ----  By Ted Rall,Wall Street Journal,6-Sep, Joseph Robinette Biden Jr
Progressives Keep Calm in the Trump Era  ----  By Ted Rall,Wall Street Journal,6-Sep,Pete Buttigieg
Politics:  Harris's Team Huddles to Plot the Path Forward  ----  By Tarini Parti a,Wall Street Journal,7-Sep," Bernard Sanders ""Bernie""           "
"Politics:  Sanders,  Warren  Vie for  Key State  ----  By Eliza Collins and Joshua J",Wall Street Journal,7-Sep," Bernard Sanders ""Bernie""           "
"Politics -- This Week:  As Democratic Race Intensifies, Joe Biden's Lead Matters M",Wall Street Journal,7-Sep," Bernard Sanders ""Bernie""           "
REVIEW  ---  When  Corporations  Changed Their -2-,Wall Street Journal,7-Sep," Bernard Sanders ""Bernie""           "
Politics:  Harris's Team Huddles to Plot the Path Forward  ----  By Tarini Parti a,Wall Street Journal,7-Sep, Elizabeth A Warren
"Politics:  Sanders,  Warren  Vie for  Key State  ----  By Eliza Collins and Joshua J",Wall Street Journal,7-Sep, Elizabeth A Warren
Business World:  CNN Climate Show Wasn't Just Boring  ----  By Holman W. Jenkin,Wall Street Journal,7-Sep, Elizabeth A Warren
"Politics -- This Week:  As Democratic Race Intensifies, Joe Biden's Lead Matters M",Wall Street Journal,7-Sep, Elizabeth A Warren
REVIEW  ---  When  Corporations  Changed Their -2-,Wall Street Journal,7-Sep, Elizabeth A Warren
Politics:  Harris's Team Huddles to Plot the Path Forward  ----  By Tarini Parti a,Wall Street Journal,7-Sep, Joseph Robinette Biden Jr
"Politics:  Sanders,  Warren  Vie for  Key State  ----  By Eliza Collins and Joshua J",Wall Street Journal,7-Sep, Joseph Robinette Biden Jr
"Politics -- This Week:  As Democratic Race Intensifies, Joe Biden's Lead Matters M",Wall Street Journal,7-Sep, Joseph Robinette Biden Jr
Politics:  Washington  Wire  ----  By Gabriel T. Rubin,Wall Street Journal,7-Sep,Pete Buttigieg
Politics:  Harris's Team Huddles to Plot the Path Forward  ----  By Tarini Parti a,Wall Street Journal,7-Sep,Kamala D Harris
Novartis Vows More Transparency  ----  By Denise Roland,Wall Street Journal,10-Sep," Bernard Sanders ""Bernie""           "
Novartis Vows More Transparency  ----  By Denise Roland,Wall Street Journal,10-Sep, Elizabeth A Warren
Letters to the Editor:  Biden: More Formidable Than Mitt Romney,Wall Street Journal,10-Sep, Joseph Robinette Biden Jr
U.S. News:  Rivals Paint Biden as a Faulty 'Safe' Pick  ---  Front-runner is too  m,Wall Street Journal,11-Sep," Bernard Sanders ""Bernie""           "
Sanders Praises Communist Capitalism  ----  By Joshua Muravchik,Wall Street Journal,11-Sep," Bernard Sanders ""Bernie""           "
U.S. News:  Rivals Paint Biden as a Faulty 'Safe' Pick  ---  Front-runner is too  m,Wall Street Journal,11-Sep, Elizabeth A Warren
Warren's Assault on Retiree Wealth  ----  By Phil Gramm and Mike Solon,Wall Street Journal,11-Sep, Elizabeth A Warren
U.S. News:  Rivals Paint Biden as a Faulty 'Safe' Pick  ---  Front-runner is too  m,Wall Street Journal,11-Sep, Joseph Robinette Biden Jr
Wonder Land:  The Democrats' Dilemma  ----  By Daniel Henninger,Wall Street Journal,12-Sep," Bernard Sanders ""Bernie""           "
U.S. News:  Democrats Vie for Delegate Prize in Texas Ahead of Debate  ----  By ,Wall Street Journal,12-Sep," Bernard Sanders ""Bernie""           "
The Only Democrats With a Chance  ----  By Karl Rove,Wall Street Journal,12-Sep," Bernard Sanders ""Bernie""           "
Wonder Land:  The Democrats' Dilemma  ----  By Daniel Henninger,Wall Street Journal,12-Sep, Elizabeth A Warren
U.S. News:  Democrats Vie for Delegate Prize in Texas Ahead of Debate  ----  By ,Wall Street Journal,12-Sep, Elizabeth A Warren
The Only Democrats With a Chance  ----  By Karl Rove,Wall Street Journal,12-Sep, Elizabeth A Warren
Be Grateful for Your Health-Insurance Company  ----  By Chris Pope,Wall Street Journal,12-Sep, Elizabeth A Warren
Wonder Land:  The Democrats' Dilemma  ----  By Daniel Henninger,Wall Street Journal,12-Sep, Joseph Robinette Biden Jr
U.S. News:  Democrats Vie for Delegate Prize in Texas Ahead of Debate  ----  By ,Wall Street Journal,12-Sep, Joseph Robinette Biden Jr
The Only Democrats With a Chance  ----  By Karl Rove,Wall Street Journal,12-Sep, Joseph Robinette Biden Jr
The Problem With Politics Is the Politicians  ----  By Bobby Jindal,Wall Street Journal,12-Sep, Joseph Robinette Biden Jr
The Only Democrats With a Chance  ----  By Karl Rove,Wall Street Journal,12-Sep,Kamala D Harris
Be Grateful for Your Health-Insurance Company  ----  By Chris Pope,Wall Street Journal,12-Sep,Kamala D Harris
"Top 2020 Democratic Rivals  Spar on Health Care in Debate  ----  By Chad Day, E",Wall Street Journal,13-Sep," Bernard Sanders ""Bernie""           "
"Top 2020 Democratic Rivals  Spar on Health Care in Debate  ----  By Chad Day, E",Wall Street Journal,13-Sep, Elizabeth A Warren
No Nukes Is Bad News for Climate  ----  By Robert Hargraves,Wall Street Journal,13-Sep, Elizabeth A Warren
Political Economics:  How Do You Tax a Baby Boomer?  ----  By Joseph C. Sternb,Wall Street Journal,13-Sep, Elizabeth A Warren
What's News --  World-Wide,Wall Street Journal,13-Sep, Joseph Robinette Biden Jr
"Top 2020 Democratic Rivals  Spar on Health Care in Debate  ----  By Chad Day, E",Wall Street Journal,13-Sep, Joseph Robinette Biden Jr
"Top 2020 Democratic Rivals  Spar on Health Care in Debate  ----  By Chad Day, E",Wall Street Journal,13-Sep,Kamala D Harris
U.S. News:  Trump Health Official Blames  ACA in Uninsured Increase  ----  By St,Wall Street Journal,14-Sep," Bernard Sanders ""Bernie""           "
"Politics -- This Week:  Democratic Front-Runner Biden Marches On, but Twists Aw",Wall Street Journal,14-Sep," Bernard Sanders ""Bernie""           "
Declarations:  Everyone Knows the Truth About Politics  ----  By Peggy Noonan,Wall Street Journal,14-Sep," Bernard Sanders ""Bernie""           "
U.S. News:  Trump Health Official Blames  ACA in Uninsured Increase  ----  By St,Wall Street Journal,14-Sep, Elizabeth A Warren
"Politics -- This Week:  Democratic Front-Runner Biden Marches On, but Twists Aw",Wall Street Journal,14-Sep, Elizabeth A Warren
Declarations:  Everyone Knows the Truth About Politics  ----  By Peggy Noonan,Wall Street Journal,14-Sep, Elizabeth A Warren
U.S. News:  Trump Health Official Blames  ACA in Uninsured Increase  ----  By St,Wall Street Journal,14-Sep, Joseph Robinette Biden Jr
Politics:  Rivals Split on Whether to Attack Biden's Fitness  ----  By Joshua Jame,Wall Street Journal,14-Sep, Joseph Robinette Biden Jr
"Politics -- This Week:  Democratic Front-Runner Biden Marches On, but Twists Aw",Wall Street Journal,14-Sep, Joseph Robinette Biden Jr
Declarations:  Everyone Knows the Truth About Politics  ----  By Peggy Noonan,Wall Street Journal,14-Sep, Joseph Robinette Biden Jr
"Politics -- This Week:  Democratic Front-Runner Biden Marches On, but Twists Aw",Wall Street Journal,14-Sep,Pete Buttigieg
REVIEW & OUTLOOK (Editorial):  Buttigieg's Cracked History,Wall Street Journal,14-Sep,Pete Buttigieg
REVIEW  ---  The 9/11  Generation  Comes of Age  ---  Young Americans who wer,Wall Street Journal,14-Sep,Pete Buttigieg
U.S. News:  U.S. Watch,Wall Street Journal,14-Sep,Kamala D Harris
U.S. News:  Trump Health Official Blames  ACA in Uninsured Increase  ----  By St,Wall Street Journal,14-Sep,Kamala D Harris
The Weekend Interview with Kevin Faulconer:  A Golden State Mayor Takes On the,Wall Street Journal,14-Sep,Kamala D Harris
Notable & Quotable,Wall Street Journal,14-Sep,Kamala D Harris
U.S. News:  Candidates Test  Their Messaging  On GOP Tax Cut  ----  By Richard R,Wall Street Journal,16-Sep, Elizabeth A Warren
U.S. News  ---  THE OUTLOOK:  Currency Intervention Is an Uphill Climb  ----  By,Wall Street Journal,16-Sep, Elizabeth A Warren
U.S. News:  Candidates Test  Their Messaging  On GOP Tax Cut  ----  By Richard R,Wall Street Journal,16-Sep, Joseph Robinette Biden Jr
U.S. News:  Candidates Test  Their Messaging  On GOP Tax Cut  ----  By Richard R,Wall Street Journal,16-Sep,Kamala D Harris
Main Street:  Pin the Asterisk on Kavanaugh  ----  By William McGurn,Wall Street Journal,17-Sep," Bernard Sanders ""Bernie""           "
Global View:  China and Trump Are Making Japan Nervous  ----  By Walter Russel,Wall Street Journal,17-Sep," Bernard Sanders ""Bernie""           "
Amazon Search Change  Boosts Its Own Products  ---  E-commerce giant overcam,Wall Street Journal,17-Sep, Elizabeth A Warren
Main Street:  Pin the Asterisk on Kavanaugh  ----  By William McGurn,Wall Street Journal,17-Sep, Elizabeth A Warren
Global View:  China and Trump Are Making Japan Nervous  ----  By Walter Russel,Wall Street Journal,17-Sep, Elizabeth A Warren
REVIEW & OUTLOOK (Editorial):  The Assault on the Supreme Court,Wall Street Journal,17-Sep, Elizabeth A Warren
Letters to the Editor:  Sen. Warren's Plan Will Punish the Prudent,Wall Street Journal,17-Sep, Elizabeth A Warren
Main Street:  Pin the Asterisk on Kavanaugh  ----  By William McGurn,Wall Street Journal,17-Sep, Joseph Robinette Biden Jr
Main Street:  Pin the Asterisk on Kavanaugh  ----  By William McGurn,Wall Street Journal,17-Sep,Pete Buttigieg
Main Street:  Pin the Asterisk on Kavanaugh  ----  By William McGurn,Wall Street Journal,17-Sep,Kamala D Harris
REVIEW & OUTLOOK (Editorial):  The Assault on the Supreme Court,Wall Street Journal,17-Sep,Kamala D Harris
"Biden's Economic Tap Dance:  Gesture Left, Hold -2-",Wall Street Journal,18-Sep," Bernard Sanders ""Bernie""           "
"Biden's Economic Tap Dance:  Gesture Left, Hold the Center  ---  Is the former vi",Wall Street Journal,18-Sep," Bernard Sanders ""Bernie""           "
"Poll Finds Little Love  For de Blasio, Trump  ----  By Jimmy Vielkind",Wall Street Journal,18-Sep," Bernard Sanders ""Bernie""           "
U.S. News:  Biden and Warren  Gain in New Poll  Of '20 Democrats  ----  By Ken T,Wall Street Journal,18-Sep," Bernard Sanders ""Bernie""           "
Politics & Ideas:  As New Hampshire Goes...  ----  By William A. Galston,Wall Street Journal,18-Sep," Bernard Sanders ""Bernie""           "
"Biden's Economic Tap Dance:  Gesture Left, Hold the Center  ---  Is the former vi",Wall Street Journal,18-Sep, Elizabeth A Warren
"Poll Finds Little Love  For de Blasio, Trump  ----  By Jimmy Vielkind",Wall Street Journal,18-Sep, Elizabeth A Warren
U.S. News:  Biden and Warren  Gain in New Poll  Of '20 Democrats  ----  By Ken T,Wall Street Journal,18-Sep, Elizabeth A Warren
Labor Shortage May Imperil Growth  ----  By Andy Puzder,Wall Street Journal,18-Sep, Elizabeth A Warren
Politics & Ideas:  As New Hampshire Goes...  ----  By William A. Galston,Wall Street Journal,18-Sep, Elizabeth A Warren
REVIEW & OUTLOOK (Editorial):  Behind the Auto Workers Strike,Wall Street Journal,18-Sep, Elizabeth A Warren
What's News --  World-Wide,Wall Street Journal,18-Sep, Joseph Robinette Biden Jr
"Biden's Economic Tap Dance:  Gesture Left, Hold -2-",Wall Street Journal,18-Sep, Joseph Robinette Biden Jr
"Biden's Economic Tap Dance:  Gesture Left, Hold the Center  ---  Is the former vi",Wall Street Journal,18-Sep, Joseph Robinette Biden Jr
"Poll Finds Little Love  For de Blasio, Trump  ----  By Jimmy Vielkind",Wall Street Journal,18-Sep, Joseph Robinette Biden Jr
U.S. News:  Biden and Warren  Gain in New Poll  Of '20 Democrats  ----  By Ken T,Wall Street Journal,18-Sep, Joseph Robinette Biden Jr
Politics & Ideas:  As New Hampshire Goes...  ----  By William A. Galston,Wall Street Journal,18-Sep, Joseph Robinette Biden Jr
REVIEW & OUTLOOK (Editorial):  Behind the Auto Workers Strike,Wall Street Journal,18-Sep, Joseph Robinette Biden Jr
U.S. News:  Biden and Warren  Gain in New Poll  Of '20 Democrats  ----  By Ken T,Wall Street Journal,18-Sep,Kamala D Harris
REVIEW & OUTLOOK (Editorial):  Behind the Auto Workers Strike,Wall Street Journal,18-Sep,Kamala D Harris
Wonder Land:  The Stoning of Brett Kavanaugh  ----  By Daniel Henninger,Wall Street Journal,19-Sep," Bernard Sanders ""Bernie""           "
Loathing Can't Unite the Country  ----  By Karl Rove,Wall Street Journal,19-Sep," Bernard Sanders ""Bernie""           "
Wonder Land:  The Stoning of Brett Kavanaugh  ----  By Daniel Henninger,Wall Street Journal,19-Sep, Elizabeth A Warren
Loathing Can't Unite the Country  ----  By Karl Rove,Wall Street Journal,19-Sep, Elizabeth A Warren
Wonder Land:  The Stoning of Brett Kavanaugh  ----  By Daniel Henninger,Wall Street Journal,19-Sep, Joseph Robinette Biden Jr
Loathing Can't Unite the Country  ----  By Karl Rove,Wall Street Journal,19-Sep, Joseph Robinette Biden Jr
Loathing Can't Unite the Country  ----  By Karl Rove,Wall Street Journal,19-Sep,Pete Buttigieg
Letters to the Editor:  Buttigieg Is Right About U.S. in Afghanistan,Wall Street Journal,19-Sep,Pete Buttigieg
Loathing Can't Unite the Country  ----  By Karl Rove,Wall Street Journal,19-Sep,Kamala D Harris
"REVIEW & OUTLOOK (Editorial):  Thank You, Big Business",Wall Street Journal,20-Sep," Bernard Sanders ""Bernie""           "
"REVIEW & OUTLOOK (Editorial):  Thank You, Big Business",Wall Street Journal,20-Sep, Elizabeth A Warren
REVIEW & OUTLOOK (Editorial):  Administrative State Under Judicial Fire,Wall Street Journal,20-Sep, Elizabeth A Warren
Politics:  Washington  Wire  ----  By Gabriel T. Rubin,Wall Street Journal,21-Sep," Bernard Sanders ""Bernie""           "
Politics:  Harris's Iowa  Play Is Well-Worn  ... and Risky  ----  By Eliza Collins an,Wall Street Journal,21-Sep," Bernard Sanders ""Bernie""           "
Politics:  New York Mayor Exits  Presidential Contest  ----  By John Mccormick an,Wall Street Journal,21-Sep," Bernard Sanders ""Bernie""           "
"Politics -- Election 2020:  Sanders: Radical Candidate, Pragmatic Mayor  ---  Whe",Wall Street Journal,21-Sep," Bernard Sanders ""Bernie""           "
Politics:  Washington  Wire  ----  By Gabriel T. Rubin,Wall Street Journal,21-Sep, Elizabeth A Warren
Politics -- This Week:  Campaign  Travel  Gives 2020  Strategy  Clues  ----  By G,Wall Street Journal,21-Sep, Elizabeth A Warren
Politics:  Harris's Iowa  Play Is Well-Worn  ... and Risky  ----  By Eliza Collins an,Wall Street Journal,21-Sep, Elizabeth A Warren
Politics:  New York Mayor Exits  Presidential Contest  ----  By John Mccormick an,Wall Street Journal,21-Sep, Elizabeth A Warren
EXCHANGE  ---  The Score:  The Business Week in 7 Stocks  ----  By Francesca Fo,Wall Street Journal,21-Sep, Elizabeth A Warren
REVIEW  ---  Legacies of Slavery:  The Long -2-,Wall Street Journal,21-Sep, Elizabeth A Warren
What's News --  World-Wide,Wall Street Journal,21-Sep, Joseph Robinette Biden Jr
"Trump in Call  Pressed for  Biden Probe  ----  By Alan Cullison, Rebecca Ballhaus",Wall Street Journal,21-Sep, Joseph Robinette Biden Jr
Politics:  Washington  Wire  ----  By Gabriel T. Rubin,Wall Street Journal,21-Sep, Joseph Robinette Biden Jr
Politics -- This Week:  Campaign  Travel  Gives 2020  Strategy  Clues  ----  By G,Wall Street Journal,21-Sep, Joseph Robinette Biden Jr
Politics:  Harris's Iowa  Play Is Well-Worn  ... and Risky  ----  By Eliza Collins an,Wall Street Journal,21-Sep, Joseph Robinette Biden Jr
Politics:  New York Mayor Exits  Presidential Contest  ----  By John Mccormick an,Wall Street Journal,21-Sep, Joseph Robinette Biden Jr
Politics:  Harris's Iowa  Play Is Well-Worn  ... and Risky  ----  By Eliza Collins an,Wall Street Journal,21-Sep,Pete Buttigieg
Politics:  Washington  Wire  ----  By Gabriel T. Rubin,Wall Street Journal,21-Sep,Kamala D Harris
Politics:  Harris's Iowa  Play Is Well-Worn  ... and Risky  ----  By Eliza Collins an,Wall Street Journal,21-Sep,Kamala D Harris
REVIEW & OUTLOOK (Editorial):  Judicial Make-Up Call,Wall Street Journal,21-Sep,Kamala D Harris
REVIEW & OUTLOOK (Editorial):  The Real Cure for Inequality,Wall Street Journal,21-Sep,Kamala D Harris
Declarations:  Why They'll Never Stop Targeting Kavanaugh  ----  By Peggy Noon,Wall Street Journal,21-Sep,Kamala D Harris
REVIEW  ---  Legacies of Slavery:  The Long -2-,Wall Street Journal,21-Sep,Kamala D Harris
U.S. News -- The Wall Street Journal / NBC News Poll:  Medicare Plan Finds Favor,Wall Street Journal,23-Sep," Bernard Sanders ""Bernie""           "
